name,duration,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars,genre
Reggae do Manero - Ao Vivo | Acústico,325,50,Raimundos,Acústico - Ao Vivo,0.708,0.809,10,-4.129,0.0611,0.178,1.62e-06,0.368,0.625,134.053,719.0,180.0,brazil
My Balloon,215,28,Charlie Hope,World of Dreams: Soothing Songs and Lullabies,0.506,0.503,9,-10.014,0.0292,0.533,0.0181,0.109,0.299,71.99,250.0,62.0,disney
愛,269,52,小虎隊,愛,0.755,0.694,5,-7.908,0.0306,0.338,0.0,0.0991,0.427,126.122,552.0,138.0,mandopop
Feeling Good Again,202,21,Watkins Family Hour;Sara Watkins;Sean Watkins,Watkins Family Hour,0.527,0.452,5,-10.575,0.0318,0.206,9.86e-06,0.149,0.404,104.931,346.0,85.0,bluegrass
Xuronjona,299,39,Tonmoy Krypton;Sannidhya Bhuyan,Xuronjona,0.699,0.339,6,-13.51,0.0323,0.601,0.368,0.0932,0.439,104.993,517.0,130.0,indian
Agnikunjondru,199,45,Masala Coffee;Sooraj Santhosh,Uriyadi (Original Motion Picture Soundtrack),0.521,0.923,0,-3.66,0.118,0.133,2.39e-05,0.178,0.336,149.951,468.0,117.0,indian
Where Dead Things Roam Free,339,12,Eternal Helcaraxe,Drown in Ash,0.331,0.838,5,-7.88,0.0557,1.71e-06,0.768,0.093,0.25,119.829,643.0,213.0,black-metal
History Repeating - Knee Length Mix,242,54,Propellerheads;Shirley Bassey,Decksandrumsandrockandroll 20th anniversary,0.717,0.829,10,-5.432,0.0367,0.00261,0.0147,0.106,0.729,144.04,577.0,144.0,breakbeat
Diese Insel,166,16,Jack Gelee,Diese Insel,0.57,0.975,1,-2.617,0.0617,0.0404,0.0,0.162,0.908,137.948,367.0,122.0,happy
當我們一起走過,284,52,Sodagreen,你在煩惱什麼,0.487,0.414,10,-8.779,0.0279,0.509,0.0,0.117,0.352,76.953,361.0,90.0,mandopop
Ja Fun Mi - Instrumental,433,21,King Sunny Ade,Nigeria 70 - Funky Lagos,0.464,0.683,10,-12.301,0.0415,0.165,0.591,0.232,0.833,105.437,753.0,188.0,afrobeat
Tighe Kond,236,0,Electroqute,Make Yourself Heard,0.336,0.783,9,-4.793,0.0434,0.000539,3.27e-06,0.468,0.49,170.169,665.0,167.0,iranian
Atual do Meu Ex,180,42,Tayara Andreza,Atual do Meu Ex,0.723,0.793,4,-1.727,0.0305,0.609,0.0,0.0984,0.478,126.925,378.0,95.0,forro
プリズム,238,47,AmPm;みゆな,プリズム,0.63,0.538,6,-7.059,0.0318,0.0871,0.0,0.0952,0.238,98.012,384.0,96.0,j-dance
Ik Heb Gezopen,168,21,PartyfrieX,Partyfreak,0.625,0.905,0,-5.318,0.0629,0.0114,0.0,0.324,0.69,148.119,410.0,102.0,happy
Um Tiro no Coração,302,47,Nando Reis;Pitty,Um Tiro no Coração,0.766,0.776,2,-5.381,0.0291,0.184,0.0,0.113,0.576,132.098,643.0,160.0,brazil
Snowin' On Raton,230,39,Town Mountain,Heroes & Heretics,0.565,0.208,10,-12.778,0.0323,0.823,5.14e-06,0.109,0.449,148.024,554.0,138.0,bluegrass
Honeybee,201,26,Mipso,Old Time Reverie,0.571,0.316,7,-9.215,0.0274,0.641,3.54e-06,0.153,0.512,92.115,300.0,74.0,bluegrass
Bumpy Ride,224,74,Mohombi,MoveMeant (International),0.706,0.842,0,-4.628,0.038,0.0476,0.0,0.134,0.818,104.958,385.0,96.0,breakbeat
Maxwell,305,19,The Infamous Stringdusters,Laws Of Gravity,0.507,0.629,9,-6.716,0.0261,0.711,0.0221,0.202,0.437,101.584,503.0,127.0,bluegrass
Two Generals,271,12,Dub Pistols;Ragga Twins,Addict,0.532,0.948,7,-4.693,0.0955,0.00533,0.0,0.148,0.187,175.949,774.0,193.0,breakbeat
Turm am Hang,309,23,Horn,Turm am Hang,0.422,0.847,7,-5.601,0.0565,0.0029,0.174,0.102,0.268,113.363,533.0,135.0,black-metal
Virginia Company - Reprise,35,20,Sigmar Solbach;Karl Schulz;Stefan Fredrich;Chorus - Pocahontas,Pocahontas (Deutscher Original Film-Soundtrack),0.555,0.305,7,-13.117,0.0305,0.911,0.0,0.192,0.839,90.973,54.0,17.0,disney
Tiroteo - Remix,321,83,Marc Seguí;Rauw Alejandro;Pol Granch,Tiroteo (Remix),0.75,0.522,9,-7.018,0.0293,0.282,0.0,0.0743,0.601,110.427,584.0,145.0,spanish
Flower Garden,216,23,Flower,秋風のアンサー,0.704,0.947,8,-3.151,0.0449,0.25,0.0,0.0939,0.88,124.941,441.0,111.0,j-idol
Honesty,210,27,Sevendust,Seasons,0.578,0.959,11,-3.051,0.0533,0.00128,0.0001,0.0915,0.503,101.458,351.0,87.0,industrial
逃離演算法,65,53,守夜人,使者,0.561,0.271,3,-14.363,0.0485,0.867,0.000115,0.114,0.152,120.787,118.0,29.0,mandopop
Dancela Bodha Yethuda,245,17,Pritam;Anirudh Ravichander,Brahmastra (Tamil) [Original Motion Picture Soundtrack],0.654,0.924,6,-4.892,0.174,0.0738,0.0,0.329,0.595,136.021,548.0,136.0,indian
Kindness - Ann Clue Remix,423,31,Giorgia Angiuli;Ann Clue,Kindness,0.925,0.355,0,-11.38,0.0527,0.00209,0.834,0.102,0.11,120.013,847.0,212.0,techno
O Relógio,250,42,Moleca 100 Vergonha,As 20+ Só Sucessos! - A Caceteira do Forro,0.565,0.769,7,-7.895,0.0631,0.201,0.0,0.158,0.606,163.945,672.0,169.0,forro
Ransom Note,289,11,Confess,Ransom Note,0.415,0.929,1,-5.533,0.0951,3.54e-06,0.909,0.218,0.311,120.024,578.0,145.0,iranian
The Question Is What Is the Question?,226,2,Scooter,Jumping All over the World,0.602,0.936,7,-6.473,0.0397,0.0218,0.356,0.321,0.893,142.036,530.0,131.0,happy
Once upon the Cross,214,0,Deicide,Metal,0.205,0.95,10,-8.498,0.131,1.93e-05,0.805,0.212,0.313,184.498,643.0,160.0,black-metal
Deus Escrevendo,371,46,Samuel Mariano,Deus Escrevendo,0.619,0.669,5,-5.745,0.0369,0.625,3.58e-06,0.157,0.335,133.948,822.0,206.0,brazil
Shattered Winds,160,0,The Budos Band,Burnt Offering,0.447,0.826,10,-6.556,0.0504,0.0226,0.876,0.232,0.685,105.475,285.0,72.0,afrobeat
Little Miss Muffet - Original Mix,53,19,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,0.467,0.185,6,-17.553,0.0551,0.963,0.924,0.103,0.51,148.721,119.0,39.0,disney
Em busca do porrão - Versão 2,312,44,O Rappa,7 Vezes,0.652,0.57,5,-9.013,0.0259,0.638,0.00815,0.154,0.78,92.978,484.0,120.0,brazil
孤單老人,164,0,西卿,西卿台語經典,0.641,0.48,4,-9.168,0.0308,0.569,0.0,0.175,0.54,109.431,291.0,72.0,mandopop
For Those Tears I Died,181,37,The Isaacs,The Living Years,0.422,0.117,11,-13.659,0.0315,0.901,0.0,0.0546,0.231,77.202,225.0,56.0,bluegrass
Khamoshi,189,50,Ritviz;Karan Kanchan,Dev,0.714,0.666,11,-7.944,0.0434,0.00451,0.0001,0.42,0.619,114.95,358.0,89.0,indian
Fire On Fire,246,78,Sam Smith,Love Goes,0.584,0.408,1,-7.356,0.0461,0.476,0.0,0.18,0.333,115.129,463.0,116.0,breakbeat
Hymn of Annihilation,271,18,Aversions Crown,Hell Will Come for Us All,0.423,0.978,10,-4.076,0.131,0.00165,7.22e-05,0.301,0.0413,120.009,529.0,132.0,black-metal
Kasoor - Acoustic,213,53,Prateek Kuhad,Shehron Ke Raaz,0.62,0.111,6,-14.142,0.0355,0.896,0.00135,0.113,0.477,127.96,434.0,109.0,indian
Left Hand March,268,11,Witchery,Nightside,0.435,0.874,2,-4.197,0.043,0.00191,0.0147,0.139,0.373,142.154,604.0,152.0,black-metal
Peach Sky,124,47,Kelly Kane,Echo Cliff,0.497,0.287,9,-13.128,0.0331,0.641,0.899,0.117,0.205,84.935,174.0,43.0,study
differences in kind,287,0,Jaleh Negari,Weaver ~,0.344,0.427,7,-14.244,0.0768,0.73,0.908,0.0893,0.129,162.969,780.0,195.0,iranian
Army Of Pigs!,298,11,Confess,Revenge at All Costs,0.459,0.938,1,-4.405,0.0575,1.68e-05,0.793,0.131,0.248,95.02,465.0,116.0,iranian
ZONE OF GOLD,195,20,Ryuji Imaichi,ZONE OF GOLD,0.456,0.706,4,-6.391,0.119,0.0629,0.0,0.33,0.504,100.049,351.0,86.0,j-dance
今天妳要嫁給我,272,52,Jolin Tsai;David Tao,唯舞獨尊演唱會鮮聽版&特別混音專輯,0.751,0.562,2,-7.143,0.0294,0.312,0.0,0.0928,0.666,90.987,406.0,100.0,mandopop
Nothing to Lose,252,20,The Viper;Neophyte,Nothing To Lose,0.51,0.935,7,-5.25,0.0724,0.00416,3.08e-05,0.145,0.182,172.015,723.0,182.0,happy
不再讓你孤單,334,38,Bobby Chen,魔鬼的情詩,0.507,0.0859,0,-14.291,0.0342,0.933,1.14e-06,0.121,0.282,130.388,705.0,175.0,mandopop
Groovy Distortion,209,0,LFO,Frequencies,0.813,0.828,11,-10.84,0.0488,0.261,0.896,0.101,0.571,130.271,447.0,112.0,idm
Kesariya - Dance Mix,197,56,Pritam;Shashwat Singh;Antara Mitra;Arijit Singh,Brahmastra (Original Motion Picture Soundtrack),0.7,0.699,10,-4.193,0.0531,0.45,0.0,0.103,0.567,100.037,323.0,82.0,indian
Beginner,239,20,AKB48,AKB48 15th Anniversary Single PLAYLIST I,0.456,0.984,8,-1.799,0.0888,0.171,0.0,0.0916,0.597,80.002,314.0,78.0,j-idol
Needles,200,1,Vista Versicle,Needles,0.501,0.989,2,-1.62,0.11,0.000715,2.81e-06,0.2,0.113,90.019,294.0,73.0,iranian
If I Can't Get Down - Luke Solomon's Extended Clubland Remix,340,7,Mike Dunn;Luke Solomon,Glitterbox - Where Love Lives,0.788,0.841,7,-7.559,0.0697,0.0126,0.509,0.0537,0.618,124.008,704.0,178.0,chicago-house
我以為你不會出現 (UAG安全感形象曲),346,47,告五人,我以為你不會出現,0.433,0.402,10,-8.749,0.0328,0.482,1.17e-05,0.11,0.108,160.013,915.0,231.0,mandopop
866,215,27,=LOVE,全部、内緒。 (Special Edition),0.592,0.674,5,-3.906,0.0255,0.485,0.0,0.366,0.524,95.993,341.0,85.0,j-idol
Psyche-Out,284,25,Meat Beat Manifesto,99%,0.568,0.908,10,-12.43,0.0546,0.00236,0.31,0.0675,0.814,115.586,543.0,135.0,industrial
Você Não Vai Parar (Ao Vivo),255,28,André Leono;Samuel Messias,André Leono (Ao Vivo),0.464,0.455,9,-8.732,0.0337,0.334,0.0,0.31,0.131,124.154,519.0,130.0,disney
Beijo do Vampiro - Ao Vivo,149,50,Os Barões Da Pisadinha;Wesley Safadão,Da Roça Pra Cidade (Ao Vivo),0.666,0.968,4,-2.076,0.059,0.446,0.0,0.0625,0.96,164.007,401.0,99.0,forro
Desde cero (con Melendi),202,62,Beret;Melendi,Prisma,0.495,0.461,2,-8.158,0.0496,0.249,0.0,0.126,0.25,113.029,408.0,101.0,spanish
卒業 - Reprise version,236,20,Sakurako Ohara,CAM ON!~5th Anniversary Best~,0.587,0.874,1,-4.536,0.0367,0.363,4.67e-05,0.226,0.904,156.971,605.0,152.0,j-idol
Nasty Hats,218,21,Orgone,Orgone,0.745,0.82,7,-7.176,0.0449,0.0177,0.607,0.104,0.962,93.978,333.0,83.0,afrobeat
Mamãe que é Mamãe (Versão Grave),160,26,Os Barões Da Pisadinha,Paredão Explode,0.719,0.753,10,-8.516,0.0565,0.0198,0.00128,0.125,0.777,171.999,453.0,112.0,forro
Khoj (Passing By),212,52,When Chai Met Toast,Believe,0.58,0.636,2,-6.649,0.0262,0.191,0.0313,0.0915,0.38,105.037,359.0,120.0,indian
No lo vuelvas a hacer,207,30,Ella Baila Sola,Ella Baila Sola,0.751,0.839,2,-7.551,0.049,0.523,0.0,0.24,0.73,91.084,302.0,75.0,spanish
You Are Mine,259,46,Anirudh Sharma,You Are Mine,0.502,0.466,8,-9.109,0.0518,0.553,1.09e-06,0.135,0.427,156.388,677.0,171.0,indian
Tô Beijando Ela,226,38,Zé Vaqueiro,Vibe Original,0.681,0.762,7,-4.682,0.0506,0.571,0.000117,0.0583,0.862,152.038,556.0,138.0,forro
Crosstown Traffic,146,64,Jimi Hendrix,Electric Ladyland,0.486,0.963,0,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,276.0,68.0,bluegrass
Teri Ore,339,66,Pritam;Rahat Fateh Ali Khan;Shreya Ghoshal,Singh Is Kinng,0.467,0.791,2,-4.678,0.0948,0.168,0.0,0.253,0.695,83.354,463.0,118.0,indian
"Marta, Sebas, Guille y los demás",223,64,Amaral,Pájaros En La Cabeza,0.598,0.853,2,-4.559,0.0506,0.269,0.0,0.112,0.66,102.473,371.0,93.0,spanish
Flores Secas,231,41,Skay Beilinson,Talismán,0.614,0.839,9,-6.931,0.0412,0.0027,0.000107,0.0942,0.5,149.995,567.0,141.0,black-metal
God's Gonna Cut You Down,160,60,Marilyn Manson,God's Gonna Cut You Down,0.504,0.754,8,-5.182,0.0424,0.139,0.0,0.126,0.583,82.009,217.0,55.0,industrial
Mannequin on the Run,281,14,Datassette,Mannequin on the Run EP,0.753,0.864,10,-9.087,0.0475,0.000466,0.947,0.171,0.781,121.975,569.0,142.0,idm
Dentro De Um Instante,204,41,3030,Arcano 19,0.736,0.495,2,-9.999,0.0774,0.653,3.5e-05,0.12,0.437,75.015,254.0,63.0,brazil
Crushed by Demons,386,20,Midnight,Sweet Death and Ecstasy,0.23,0.932,9,-3.975,0.058,4.51e-05,4.53e-05,0.482,0.295,132.571,819.0,205.0,black-metal
Dont Cry,213,5,Bugle,Dont Cry,0.631,0.512,11,-7.505,0.075,0.58,1.04e-05,0.136,0.408,107.767,382.0,96.0,j-dance
Run Away (feat. Campaign Nino),192,14,Kyle Edwards;Karium K.E. Edwards;Wakyin;Campaign Nino,Run Away (feat. Campaign Nino),0.809,0.788,10,-5.127,0.0457,0.354,0.0905,0.181,0.465,126.056,401.0,99.0,techno
Something in the Water,139,9,downstairs lantern,Flowers in Your Eyes,0.597,0.532,9,-8.575,0.0942,0.277,0.885,0.126,0.721,114.214,262.0,65.0,study
Perder para Encontrar,208,28,Benny,La Marcha de la Vida,0.66,0.783,0,-7.43,0.0328,0.191,5.85e-05,0.0993,0.658,102.869,350.0,87.0,spanish
Truth From The Lies,369,14,Hybrid,Black Halo,0.595,0.655,8,-9.515,0.0403,0.0048,0.123,0.11,0.0939,128.01,777.0,196.0,breakbeat
