name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Fill My Cup,259660,0,19,Angeloh,Fill My Cup,0.615,0.704,11,-7.582,0.0,0.0922,0.331,0.0,0.156,0.489,100.019,4.0,afrobeat
Uma vida só - Ao vivo,235864,0,46,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],0.46,0.898,5,-4.922,0.0,0.0412,0.0112,0.00108,0.649,0.746,92.148,4.0,brazil
Leve Com Você - Ao Vivo,203306,0,51,Natiruts,#NOFILTER (Ao Vivo),0.51,0.776,9,-6.645,0.0,0.044,0.462,7.67e-06,0.75,0.508,116.92,4.0,brazil
Fixin' to Ruin,172085,0,30,Greensky Bluegrass,"Shouted, Written Down & Quoted",0.588,0.607,7,-7.377,1.0,0.0333,0.536,4e-05,0.302,0.88,124.143,4.0,bluegrass
Back Of My Mind,218333,0,24,Sarah Jarosz,Undercurrent,0.578,0.258,2,-9.133,1.0,0.0287,0.772,0.0134,0.126,0.186,115.879,3.0,bluegrass
Q-Galaxy (Q-BASE BKJN OST 2017),180000,0,16,The Sickest Squad;MC Diesel,Q-Galaxy (Q-BASE 2017 BKJM OST),0.467,0.978,9,-4.482,0.0,0.0815,0.00012,0.685,0.176,0.0371,100.062,4.0,happy
Heimat mein,224840,0,26,Fäaschtbänkler,Flamingo + Hoch die Hände Wochenende,0.669,0.533,1,-7.022,1.0,0.0289,0.364,0.0845,0.0856,0.503,100.046,3.0,happy
Wonder Wings,210333,0,25,Diamond Yukai,Wonder Wings【通常盤】,0.433,0.901,2,-4.27,1.0,0.146,0.0195,0.0,0.137,0.481,174.898,4.0,disney
Don't Be Afraid,198573,0,21,Stereomud,Perfect Self,0.575,0.974,10,-4.148,0.0,0.0573,0.00106,0.000615,0.181,0.509,98.844,4.0,industrial
DoCoDeMo DooR Remix - feat. JP THE WAVY,180273,0,14,CrazyBoy;JP THE WAVY,HIP LIFE:POP LIFE,0.753,0.623,0,-5.719,1.0,0.103,0.00961,0.0,0.158,0.544,94.982,4.0,j-dance
Arritmia,118312,0,47,Iguinho e Lulinha,Simbora pra Vaquejada,0.645,0.906,1,-3.91,1.0,0.0323,0.205,0.0,0.107,0.808,133.024,4.0,forro
Soy Así,162000,1,33,Rapsusklei;Charles Ans;BCN,Soy Así,0.712,0.857,7,-5.931,0.0,0.0525,0.0828,2.03e-06,0.301,0.687,96.079,4.0,spanish
Feo Fuerte y Formal,242266,0,62,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",0.716,0.879,5,-6.179,0.0,0.0349,0.0454,0.0,0.243,0.905,126.368,4.0,spanish
Soul Train - Remastered,306708,0,0,Scooter,The Stadium Techno Experience (20 Years of Hardcore Expanded Editon) [Remastered],0.515,0.954,3,-6.321,0.0,0.0401,0.000663,0.82,0.0565,0.204,142.0,4.0,happy
Years of Silence,431293,0,49,Thurisaz,Scent of a Dream,0.26,0.738,1,-7.454,0.0,0.0378,0.283,0.0782,0.0799,0.242,117.157,3.0,black-metal
Kingfish - 2002 Remaster,164693,0,24,Randy Newman,Good Old Boys,0.393,0.411,5,-8.921,1.0,0.0293,0.745,6.08e-05,0.0824,0.348,93.986,4.0,disney
Second Skin,224375,0,18,Loadstar,Future Perfect,0.413,0.94,1,-2.468,1.0,0.045,0.000327,0.192,0.152,0.173,174.997,4.0,industrial
Wives And Lovers,149920,0,0,Jack Jones,The Greatest Jazz Mix,0.485,0.511,5,-10.818,0.0,0.0318,0.597,0.0,0.169,0.531,129.251,3.0,j-dance
Follow,221220,0,63,Martin Garrix;Zedd,Follow,0.588,0.78,11,-6.102,0.0,0.0432,0.0333,0.193,0.0728,0.201,127.085,4.0,chicago-house
Doxa 7 for Pooya Bakhsheshi,199759,0,0,Siavash Amini,The Waterfront,0.514,0.797,9,-10.165,0.0,0.0704,0.0379,0.0779,0.128,0.239,155.914,4.0,iranian
Pipi,133920,0,19,Los Amigos Invisibles,Arepa 3000,0.631,0.609,2,-8.221,1.0,0.0656,0.000932,0.61,0.157,0.702,174.968,4.0,afrobeat
Dias de Guerra,294312,0,57,Valesca Mayssa;Stella Laura,De Janeiro a Dezembro,0.568,0.616,1,-5.372,1.0,0.0351,0.366,0.0,0.119,0.391,137.845,4.0,brazil
Sokrates Must Die,208798,0,19,Vreid,Lifehunger,0.27,0.968,9,-5.351,0.0,0.104,2.02e-06,0.101,0.336,0.201,168.024,4.0,black-metal
分手不分離,254040,0,34,Z.TAO,分手不分離,0.657,0.583,3,-5.177,1.0,0.0519,0.506,0.0,0.0987,0.181,123.999,4.0,mandopop
The Core,234160,0,7,Robert Hood,Internal Empire,0.753,0.66,5,-18.083,0.0,0.11,0.187,0.951,0.0983,0.349,147.898,4.0,chicago-house
Hands Together (House of Omni Hands Together Extended Club Mix) - Mixed,274836,0,5,Gershon Jackson;Reset Preset;Ella,Glitterbox - Pump The Boogie! (Mixed),0.592,0.885,5,-5.783,0.0,0.197,0.00145,0.334,0.288,0.596,124.008,4.0,chicago-house
Love Rising,244660,0,8,Mokhov,Perfect Dream,0.689,0.905,4,-5.913,1.0,0.0385,0.248,0.899,0.132,0.491,103.01,4.0,idm
Mi Estrella Blanca,278958,0,66,Fondo Flamenco,Las Cartas Sobre la Mesa,0.701,0.804,10,-5.743,0.0,0.0379,0.71,0.0,0.0877,0.963,159.979,4.0,spanish
出外人免怨歎,194640,0,22,Jody Chiang,你著忍耐,0.473,0.467,7,-9.299,0.0,0.039,0.238,0.00032,0.249,0.469,126.165,4.0,mandopop
Maghellen,381577,0,6,Bola,D.E.G,0.583,0.377,0,-12.896,1.0,0.0339,0.711,0.924,0.105,0.224,156.048,1.0,idm
Funerary Gyre of Dreams & Madness,154680,0,15,Devil Master,Ecstasies Of Never Ending Night,0.345,0.955,6,-6.698,0.0,0.0961,5.79e-06,0.899,0.0896,0.109,140.352,4.0,black-metal
Body Movin'/Probe Medley,212413,0,16,DJ Baby Anne,Probe,0.497,0.948,4,-7.363,1.0,0.0492,0.0003,0.104,0.528,0.655,138.685,4.0,breakbeat
(I've Had) The Time Of My Life,277560,0,42,Glee Cast,"Glee: The Music, Volume 4",0.459,0.77,9,-5.993,1.0,0.0472,0.0765,0.0,0.0879,0.168,110.706,4.0,techno
Vampiregirl,191786,0,1,9mm Parabellum Bullet,TOKYO - HALLOWEEN -,0.378,0.934,11,-3.702,0.0,0.107,0.0013,0.0149,0.322,0.602,159.829,4.0,j-dance
Cumberland River,197493,0,27,Dailey & Vincent,Dailey & Vincent,0.598,0.816,11,-6.347,1.0,0.034,0.594,0.00358,0.281,0.886,125.004,4.0,bluegrass
血流,208093,0,61,yama,the meaning of life,0.743,0.718,10,-3.766,0.0,0.0336,0.201,0.0,0.319,0.897,136.979,4.0,j-dance
"Ondra Renda (From ""Kaakha Kaakha"")",306626,0,56,Bombay Jayashri,Star Hits of Vijay & Surya,0.642,0.562,9,-9.304,0.0,0.0607,0.584,0.0,0.104,0.671,149.82,4.0,indian
