name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Midnight Escape Finale,260207,False,14,Kick Puncher,In Search of Darkness (Original Documentary Soundtrack),0.475,0.566,7,-9.999,1.0,0.0491,0.00266,0.878,0.355,0.255,155.98,260208,4.0,657.0,164.0,0.375,4.067085953878407,techno
Dat Hätz Vun Dr Welt - Remake '97,154706,False,26,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),0.572,0.9,10,-4.371,1.0,0.0347,0.00169,0.0,0.374,0.958,118.405,154707,4.0,299.0,74.0,0.108,0.7573891625615764,happy
El Caterete,254720,False,0,Wganda Kenya,Diablos del Ritmo 1960-1985: The Colombian Melting Pot (Analog Africa No. 12),0.55,0.921,2,-6.961,1.0,0.0496,0.377,2.37e-05,0.312,0.76,117.833,254720,4.0,487.0,124.0,0.657,3.70048309178744,afrobeat
Taxi Drive,200470,True,51,Xamã;Bagua Records;CMK;Major RD,O Iluminado,0.634,0.682,8,-6.528,0.0,0.375,0.0554,0.0,0.194,0.632,170.097,200471,3.0,559.0,185.0,0.9,2.7259036144578315,brazil
Por la boca vive el pez,269373,False,69,Fito y Fitipaldis,Por la boca vive el pez,0.641,0.892,0,-2.812,0.0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,269373,4.0,661.0,166.0,0.012,3.349056603773585,spanish
Gracefully Broken,350480,False,49,Matt Redman;Tasha Cobbs Leonard,Glory Song,0.322,0.666,9,-5.527,1.0,0.0466,0.302,0.0,0.0643,0.156,175.603,350480,4.0,994.0,250.0,0.987,1.343558282208589,afrobeat
Before,244560,False,10,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,0.58,0.549,4,-12.382,,0.0379,0.166,0.000344,0.0907,0.629,144.091,244560,4.0,581.0,147.0,0.298,0.916010498687664,afrobeat
Heart of God,375200,False,38,Hillsong Worship;Hillsong Young & Free,Take Heart (Again),0.42,0.342,7,-8.831,,0.0297,0.392,0.0,0.107,0.09,137.97,375200,4.0,854.0,216.0,0.762,4.067085953878407,afrobeat
Little Shell,88186,False,32,Play School,50 Best Songs,0.479,0.189,7,-12.0,1.0,0.0369,0.892,0.0,0.125,0.609,199.955,88187,3.0,278.0,91.0,0.079,4.067085953878407,disney
Cold World,211278,True,14,Rhumba,Cold World,0.542,0.457,11,-8.781,,0.166,0.426,0.0,0.118,0.304,99.971,211278,4.0,403.0,101.0,0.142,0.7481162540365985,j-dance
NEW SHIP(歌:スペシャルガールズA),289560,False,31,AKB48,GIVE ME FIVE! Type-A(通常盤),0.374,0.911,10,-2.739,,0.0438,0.00586,0.00156,0.324,0.411,165.927,289560,4.0,780.0,194.0,0.474,0.7573891625615764,j-idol
情難枕,261000,False,26,邰正宵,歌者1 男懂女人心,0.56,0.525,8,-7.294,1.0,0.0319,0.505,1.02e-05,0.0817,0.434,115.877,261000,4.0,493.0,124.0,0.236,2.7259036144578315,mandopop
One Drop in the Bottle,295093,False,24,Town Mountain,New Freedom Blues,0.539,0.61,4,-7.622,1.0,0.032,0.563,0.00185,0.0902,0.74,145.661,295093,,705.0,177.0,0.719,0.916010498687664,bluegrass
The Border of Eldamar,801287,False,20,Eldamar,The Force of the Ancient Land,0.405,0.428,4,-8.845,0.0,0.0295,0.00189,0.944,0.289,0.103,99.994,801288,4.0,1326.0,332.0,0.336,0.916010498687664,black-metal
"Good News - From ""James and the Giant Peach"" / Soundtrack Version",260053,False,18,Randy Newman,James And The Giant Peach,0.746,0.83,0,-8.609,,0.0426,0.247,3.18e-05,0.0762,0.661,120.18,260053,4.0,508.0,127.0,0.723,3.349056603773585,disney
Break You Down,303272,True,10,Ed Solo;Darrison,Don't Stop,0.815,0.84,4,-4.86,0.0,0.0367,0.211,7.88e-05,0.0517,0.967,110.005,303273,4.0,547.0,136.0,0.852,0.916010498687664,breakbeat
Pieces of You,226268,False,34,Ben Sollee,Ben Sollee and Kentucky Native,0.578,0.189,6,-13.538,,0.0314,0.862,0.000566,0.119,0.487,103.285,226269,,382.0,96.0,0.903,1.1709531013615733,bluegrass
Odio que te quiero,163322,False,59,Paula Koops;Noan,Odio que te quiero,0.58,0.891,6,-4.1,1.0,0.0723,0.0451,0.0,0.119,0.531,181.899,163322,4.0,488.0,122.0,0.665,1.1709531013615733,spanish
Army of Hardcore - Radio Edit,177974,False,33,Scooter,Music For A Big Night Out,0.566,0.947,1,-4.402,1.0,0.0778,0.00144,0.000926,0.382,0.626,138.057,177974,4.0,398.0,100.0,0.779,2.36741214057508,happy
Real Immigrant,159500,False,0,ArtSaves,Empty Sounds,0.328,0.0779,9,-16.53,,0.0374,0.808,0.746,0.134,0.0361,87.035,159500,4.0,228.0,56.0,0.635,1.343558282208589,iranian
Swing Platter,143574,False,23,Dusty Decks,On the Keys of Steel,0.599,0.354,3,-11.341,,0.0323,0.789,0.295,0.167,0.363,74.978,143575,4.0,177.0,44.0,0.063,1.7389162561576357,study
"Dicke Titten, Kartoffelsalat",198903,True,24,Ikke Hüftgold,"Dicke Titten, Kartoffelsalat",0.598,0.954,6,-2.13,1.0,0.27,0.146,0.0,0.413,0.642,144.984,198904,4.0,468.0,117.0,0.685,1.1709531013615733,happy
Caminho da Luz,412356,False,47,Mato Seco,Seco Mas Não Morto,0.749,0.663,9,-7.825,,0.0814,0.243,2.72e-05,0.587,0.944,150.639,412357,4.0,1034.0,259.0,0.129,1.343558282208589,brazil
Echo Cliff,120000,False,2,Kelly Kane,Echo Cliff,0.689,0.354,11,-12.841,0.0,0.113,0.879,0.937,0.114,0.55,160.114,120000,4.0,319.0,79.0,0.702,0.7481162540365985,study
Collard Greens and Cornbread Strut,87985,False,1,Cameron's Bedtime Classics,Soul,0.456,0.262,0,-12.953,1.0,0.0303,0.977,0.418,0.169,0.052,93.609,87986,4.0,130.0,32.0,0.829,3.349056603773585,disney
Circus Bugs - Score,87186,False,20,Randy Newman,A Bug's Life,0.225,0.305,8,-13.505,,0.0448,0.778,0.906,0.182,0.35,169.897,87187,4.0,235.0,60.0,0.305,2.7259036144578315,disney
You're So Vain,241146,False,25,Marilyn Manson,West of Memphis: Voices For Justice,0.526,0.794,9,-5.761,0.0,0.0556,0.00157,0.091,0.188,0.358,110.044,241147,4.0,441.0,112.0,0.257,1.343558282208589,industrial
Fiesta Ganja (feat. Mugas),198790,False,24,Caliajah;Mugas,Paciencia,0.843,0.794,2,-6.51,1.0,0.176,0.508,0.0,0.0754,0.951,111.112,198791,4.0,366.0,91.0,0.788,3.70048309178744,spanish
Christmas Is A-Comin,57391,False,0,Kindy Corner,Christmas Lullabies for New Babies,0.676,0.0179,5,-18.253,1.0,0.12,0.993,0.967,0.131,0.437,86.957,57391,,77.0,18.0,0.391,1.2793053545586106,disney
Money Pon Yuh Head,182064,False,25,Teebone,Break Through EP,0.545,0.736,1,-5.596,0.0,0.198,0.391,1.8e-06,0.132,0.459,129.76,182064,5.0,343.0,86.0,0.304,2.36741214057508,j-dance
僕は僕を好きになる,291866,False,24,Nogizaka46,僕は僕を好きになる,0.49,0.923,10,-2.35,1.0,0.0521,0.363,0.0,0.148,0.504,131.948,291867,,624.0,156.0,0.991,0.7573891625615764,j-idol
Vinte E Nove,223933,False,49,Legião Urbana,O Descobrimento Do Brasil,0.42,0.542,7,-13.097,1.0,0.036,0.02,0.0471,0.185,0.72,129.726,223933,5.0,554.0,137.0,0.971,4.067085953878407,brazil
My Way (feat. Monty),213053,True,67,Fetty Wap;Monty,Fetty Wap (Deluxe),0.748,0.741,6,-3.103,1.0,0.0531,0.00419,0.0,0.147,0.537,128.077,213053,4.0,453.0,113.0,0.619,1.1709531013615733,j-dance
With Me - Original Mix,202500,False,19,DJ Fixx,With Me,0.621,0.95,5,-3.39,,0.132,0.00377,0.000957,0.259,0.688,160.031,202500,4.0,526.0,131.0,0.079,1.2793053545586106,breakbeat
Shhhh Baby Shusher For Sleep,157361,False,66,Baby Sleep,Shhhh Baby Shusher For Sleep,0.216,0.203,0,-26.57,0.0,0.153,0.000827,0.000466,0.133,0.039,132.84,157361,5.0,349.0,88.0,0.044,3.349056603773585,sleep
a todo vapor,266685,False,43,Don L,Roteiro pra Aïnouz (Vol. 2),0.381,0.595,1,-6.054,1.0,0.125,0.352,0.002,0.398,0.316,83.087,266686,4.0,393.0,97.0,0.021,2.36741214057508,brazil
Hello - Ao Vivo,209108,False,41,Calcinha Preta,"Ao Vivo em Salvador, Vol. 1",0.58,0.667,10,-10.352,1.0,0.0465,0.408,0.0,0.502,0.785,88.047,209109,4.0,306.0,76.0,0.991,0.7573891625615764,forro
Rock That Body - Original Mix,341765,False,18,Scott Brown,Rock That Body,0.724,0.987,10,-3.936,0.0,0.0557,0.00162,0.179,0.0183,0.841,169.993,341765,4.0,965.0,241.0,0.857,0.7573891625615764,happy
Aabaad Barbaad,309103,False,69,Pritam;Arijit Singh,Ludo,0.626,0.522,7,-5.857,1.0,0.0317,0.686,0.0,0.41,0.628,118.001,309103,4.0,601.0,150.0,0.446,4.067085953878407,indian
Mayday,216426,False,28,NRG,Afrikaans se Goue Sterre,0.772,0.767,4,-5.515,,0.0341,0.0221,0.0,0.105,0.787,144.984,216427,4.0,519.0,130.0,0.735,0.916010498687664,techno
Dawsonia,400126,False,8,MIKTEK,Hereafter,0.289,0.23,5,-16.836,,0.0287,0.766,0.896,0.126,0.064,75.187,400126,4.0,491.0,123.0,0.457,1.2793053545586106,idm
Soul,175576,False,0,Pomella,Soul,0.569,0.921,5,-7.523,1.0,0.0394,0.000821,0.844,0.382,0.0374,127.982,175576,4.0,372.0,94.0,0.858,1.2793053545586106,techno
De Repente,245933,False,0,Soraya,Halloween 2022 Pop Vol. 5,0.857,0.58,8,-6.42,1.0,0.0298,0.794,0.0132,0.339,0.829,118.123,245933,4.0,478.0,120.0,0.314,2.7259036144578315,spanish
It's Alright 2019 - Radio Mix,200659,False,8,Sterling Void;ferKKo,It's Alright 2019,0.605,0.902,0,-6.537,1.0,0.0382,0.00624,0.0061,0.136,0.768,124.991,200660,4.0,412.0,104.0,0.428,3.349056603773585,chicago-house
Retaliate,282827,False,25,VNV Nation,Transnational,0.572,0.928,11,-5.141,0.0,0.0651,0.000202,0.722,0.155,0.479,119.989,282827,4.0,561.0,140.0,0.291,0.7481162540365985,industrial
Faint Dazzlings,360066,False,8,Ametsub,The Nothings of The North,0.766,0.564,6,-13.277,1.0,0.101,0.598,0.889,0.134,0.381,96.994,360067,,567.0,141.0,0.318,1.1709531013615733,idm
Corteo,212000,False,7,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.346,0.0126,0,-21.713,,0.0399,0.968,0.942,0.0818,0.0731,133.648,212000,4.0,406.0,101.0,0.405,3.349056603773585,idm
Retrato,93721,False,14,Flamman & Abraxas,Retrato,0.784,0.618,11,-10.385,0.0,0.0439,0.0034,0.926,0.243,0.18,108.357,93721,4.0,165.0,41.0,0.65,0.7481162540365985,techno
Underwater Bubbles,90000,False,39,Underwater Deep Sleep White Noise Nature Ocean Sounds,""" ! + restful + ! """,0.243,0.963,11,-16.015,,0.0766,0.996,0.953,0.115,0.0354,76.909,90000,5.0,116.0,29.0,0.775,0.7481162540365985,sleep
Simplesmente Sobrenatural,287280,False,2,Rose Nascimento,Primeiro Passo,0.547,0.608,4,-4.364,1.0,0.0433,0.739,0.0,0.103,0.355,130.146,287280,4.0,613.0,153.0,0.41,0.916010498687664,brazil
"独自一人,一起",544000,False,14,HKE,愛慕 / 悲哀,0.127,0.412,0,-13.833,1.0,0.0349,0.903,0.903,0.0898,0.0838,59.484,544000,4.0,840.0,210.0,0.06,3.349056603773585,techno
Tudo Azul,208901,False,0,Asas Livres,"Voando Até Você, Vol. 1 (Ao Vivo)",0.823,0.579,0,-6.503,1.0,0.0282,0.727,1.21e-06,0.197,0.83,122.963,208901,4.0,428.0,106.0,0.813,3.349056603773585,forro
World Gone Crazy,282586,False,18,Dub Pistols,Six Million Ways To Live,0.714,0.687,6,-8.227,1.0,0.112,0.0359,1.31e-05,0.64,0.613,75.524,282587,4.0,356.0,88.0,0.059,1.1709531013615733,breakbeat
Anna Nass,169946,False,32,Die Atzen;Sady K,"Atzen Musik Vol.1, 2 & 3",0.789,0.902,9,-4.986,0.0,0.214,0.0342,0.0,0.0881,0.463,138.03,169947,4.0,382.0,95.0,0.357,1.343558282208589,techno
モンスター,223853,False,22,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.385,0.432,9,-8.397,0.0,0.0581,0.574,0.0,0.193,0.19,94.843,223853,4.0,348.0,88.0,0.269,1.343558282208589,disney
Toque Terapeutico,212079,False,27,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",0.123,0.00887,6,-27.479,,0.0389,0.99,0.925,0.123,0.0439,70.454,212080,4.0,241.0,59.0,0.5,1.1709531013615733,indian
Follow Me - Blanke Remix,265371,True,40,ShockOne;Blanke,Follow Me (Blanke Remix),0.518,0.964,1,-2.029,,0.0877,0.000436,0.0195,0.637,0.559,175.035,265371,4.0,769.0,194.0,0.417,2.36741214057508,industrial
Pariah,286225,False,47,Steven Wilson;Ninet Tayeb,To The Bone,0.497,0.213,6,-13.199,,0.0317,0.102,0.112,0.21,0.0412,135.03,286225,4.0,631.0,158.0,0.542,1.1709531013615733,black-metal
Morning + Iano - Live,518000,False,10,alva noto;Ryuichi Sakamoto,Two (Live at Sydney Opera House),0.34,0.0697,5,-23.695,,0.0397,0.957,0.883,0.0756,0.032,119.807,518000,4.0,1017.0,254.0,0.379,1.2793053545586106,idm
Nobody Said It Was Easy,304836,False,44,Evil Activities,Evilution,0.461,0.575,0,-7.275,1.0,0.0407,0.00216,0.379,0.0915,0.115,170.032,304837,4.0,856.0,215.0,0.441,3.349056603773585,happy
Eu Tô Carente,172695,False,46,Raquel dos Teclados,VOL 1,0.84,0.893,1,-2.89,1.0,0.0399,0.159,0.0,0.319,0.844,136.011,172696,4.0,384.0,95.0,0.448,2.36741214057508,forro
Vuela Junto a Mí,395720,False,19,Newen Afrobeat,Curiche,0.795,0.904,8,-7.685,,0.0547,0.339,0.0589,0.108,0.85,100.045,395720,4.0,650.0,162.0,0.889,2.7259036144578315,afrobeat
captain ginger,133750,False,1,meadowzz,brooklyn knows best,0.758,0.357,5,-11.709,0.0,0.136,0.703,0.824,0.342,0.352,94.007,133750,4.0,209.0,51.0,0.907,1.2793053545586106,study
Come To Me,329256,False,26,Korsakoff,Stiletto,0.393,0.792,9,-7.37,0.0,0.0613,0.382,0.0403,0.0876,0.105,167.08,329256,4.0,901.0,226.0,0.665,1.343558282208589,techno
So What - Live,689373,False,22,Ministry,In Case You Didn't Feel Like Showing Up (Live),0.53,0.729,7,-10.449,1.0,0.0411,2.73e-05,0.678,0.97,0.542,131.753,689373,4.0,1514.0,378.0,0.022,4.067085953878407,industrial
Shalalie (Original Happyhardcore),212706,False,16,De Mosselman,Shalalie,0.701,0.888,6,-4.954,,0.299,0.207,3.79e-05,0.174,0.778,166.006,212707,,582.0,144.0,0.421,1.1709531013615733,happy
The New Cult King,310306,False,23,Mushroomhead,XX,0.258,0.943,1,-5.929,,0.184,0.00106,0.00547,0.12,0.194,124.178,310307,4.0,674.0,170.0,0.974,2.36741214057508,industrial
Stranger,128000,False,57,Keanu Silva;Jhn McFly;Marissa,Stranger,0.724,0.851,9,-5.079,0.0,0.129,0.115,0.00231,0.114,0.439,120.042,128000,4.0,252.0,62.0,0.17,1.343558282208589,chicago-house
我不願讓你一個人,265506,False,59,Mayday,第二人生(明日版),0.472,0.507,7,-7.124,1.0,0.0255,0.433,0.0,0.414,0.408,144.006,265507,,629.0,158.0,0.292,4.067085953878407,mandopop
Brown Noise For Sleep 5,86250,False,40,Granular,Brown Noise For Sleep,0.0,2.01e-05,2,-21.969,1.0,0.0,0.0,1.0,0.161,0.0,0.0,86250,0.0,0.0,0.0,0.103,3.70048309178744,sleep
Summertimes,104470,False,21,Miss Sangria,Floweristic,0.746,0.301,2,-9.566,0.0,0.0373,0.765,0.923,0.189,0.312,85.024,104471,4.0,147.0,36.0,0.848,3.70048309178744,study
Nunca Vai Ser Eu,161053,False,37,Raí Saia Rodada,Nunca Vai Ser Eu,0.795,0.863,5,-2.211,0.0,0.0487,0.425,0.0,0.0894,0.928,154.049,161054,,402.0,101.0,0.589,1.2793053545586106,forro
Mr Right On - Remastered,319902,False,32,Calibre,Carry Me Away / Mr Right On,0.691,0.789,5,-5.732,0.0,0.0454,0.000268,0.883,0.39,0.544,87.501,319903,4.0,464.0,117.0,0.891,1.2793053545586106,industrial
Humid Dreams,276013,False,0,Dulce Liquido,Shock Therapy,0.508,0.987,1,-5.66,,0.0846,0.00153,0.692,0.125,0.242,137.995,276013,4.0,623.0,156.0,0.12,2.36741214057508,industrial
Never Alone,351026,False,59,2 Brothers On The 4th Floor,Dreams,0.705,0.866,8,-5.036,0.0,0.0563,0.171,0.000162,0.645,0.816,127.986,351027,4.0,743.0,184.0,0.589,2.7259036144578315,happy
Vocoder Mic Tap Loop Verb,70197,False,23,Datassette,Selected Offal,0.7,0.242,0,-22.853,,0.0395,0.996,0.94,0.155,0.586,95.759,70198,4.0,110.0,27.0,0.259,3.349056603773585,idm
Am Zuckerwattenstand,213319,False,25,Jörg Bausch,Am Zuckerwattenstand,0.693,0.938,6,-3.191,1.0,0.0379,0.0584,0.000176,0.332,0.901,129.993,213320,4.0,451.0,113.0,0.139,1.1709531013615733,happy
"Loneliness (From ""Naruto"")",262800,False,47,Laura Sullivan,"Loneliness (From ""Naruto"")",0.439,0.0505,2,-20.986,0.0,0.0305,0.95,0.927,0.17,0.206,99.992,262800,4.0,430.0,107.0,0.319,3.70048309178744,sleep
Background Piano,136021,False,36,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",0.188,0.00269,7,-35.534,1.0,0.0379,0.995,0.95,0.0834,0.0347,77.668,136022,3.0,173.0,57.0,0.442,4.067085953878407,sleep
He Turned It,243408,False,16,Becca Folkes,In My Own Words,0.663,0.872,0,-5.162,1.0,0.0692,0.0221,8.37e-05,0.0806,0.585,97.0,243409,4.0,388.0,95.0,0.402,3.349056603773585,afrobeat
"Raga Yaman, Alaap",557093,False,0,Traditional;Paul Livingstone;Peter Jacobson,Yarlung Records: Fifteen Years,0.257,0.00297,9,-33.113,1.0,0.051,0.982,0.39,0.0615,0.0708,169.42,557093,3.0,1270.0,424.0,0.122,1.343558282208589,sleep
El Lago,290946,False,31,Mägo de Oz,Folktergeist,0.249,0.929,9,-4.175,,0.066,0.00287,9.08e-06,0.97,0.272,102.329,290946,4.0,507.0,127.0,0.491,1.343558282208589,spanish
Para Sempre em Meu Viver,106761,False,41,Desejo De Menina,O Baú da Desejo 2,0.455,0.794,2,-6.638,1.0,0.0464,0.181,0.000185,0.702,0.0874,184.288,106762,4.0,325.0,82.0,0.291,3.70048309178744,forro
天使のウインク,240773,False,25,Seiko Matsuda,BIBLE,0.681,0.438,11,-15.609,,0.0371,0.264,0.000978,0.103,0.427,141.012,240773,4.0,554.0,138.0,0.752,0.7481162540365985,j-idol
Tgei fortuna ei la Mia,175826,False,0,Traditional;La Compagnia Rossini,Belcanto Rumantsch,0.359,0.178,7,-14.547,1.0,0.0485,0.933,0.0,0.118,0.361,185.153,175827,3.0,521.0,173.0,0.854,4.067085953878407,sleep
Make It Work,176848,False,14,Dither,Tools of Demolition,0.563,0.994,2,-0.385,1.0,0.25,0.0296,0.00198,0.326,0.338,175.0,176848,4.0,513.0,128.0,0.434,3.70048309178744,idm
Vem de Kombi,177954,False,49,Pablo;Tierry,Vem de Kombi,0.737,0.623,8,-4.67,1.0,0.0504,0.193,0.0,0.117,0.739,131.993,177955,,388.0,98.0,0.242,2.7259036144578315,forro
Hip Hip Pooh Rah,88641,False,14,Billboard Baby Lullabies,Lullaby Renditions of Winnie the Pooh,0.244,0.323,0,-18.836,,0.0464,0.968,0.947,0.143,0.359,220.525,88641,4.0,312.0,78.0,0.935,3.349056603773585,disney
Anaphora,266040,False,33,Ochre,Beyond the Outer Loop,0.734,0.594,8,-8.719,1.0,0.104,0.00161,0.79,0.101,0.378,119.076,266040,4.0,515.0,128.0,0.561,2.7259036144578315,idm
Bienvenida,297973,False,18,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),0.789,0.532,0,-8.555,1.0,0.0459,0.54,0.159,0.107,0.904,112.732,297973,4.0,560.0,139.0,0.038,3.349056603773585,afrobeat
Ainda é Tempo (feat. Anderson Freire),205000,False,8,Marcos Freire;Anderson Freire,Ainda é Tempo (feat. Anderson Freire),0.495,0.56,11,-6.605,0.0,0.0387,0.155,0.0,0.121,0.308,139.75,205000,4.0,464.0,116.0,0.709,0.7481162540365985,brazil
出來面對,217021,False,17,魏嘉瑩 Arrow Wei;WONFU,我很好,0.704,0.803,9,-5.962,1.0,0.124,0.312,0.0,0.0879,0.891,127.992,217021,4.0,456.0,115.0,0.893,1.343558282208589,mandopop
Esfera - Cosmonautics Remix,454253,False,19,DJ Patife,Cool Steps Drum 'n' Bass Grooves,0.491,0.914,11,-5.425,,0.0637,0.0055,0.0893,0.194,0.535,177.224,454253,4.0,1339.0,333.0,0.476,0.7481162540365985,industrial
Mirabel's Discovery,176493,False,22,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.129,0.295,1,-14.716,1.0,0.0493,0.608,0.896,0.0476,0.0433,76.947,176493,3.0,216.0,71.0,0.498,2.36741214057508,disney
You've Got a Friend in Me - Japanese Version,124133,False,48,Diamond Yukai,Toy Story (Original Motion Picture Soundtrack/Japan Release Version),0.617,0.43,3,-13.496,1.0,0.0465,0.806,0.0,0.131,0.449,115.112,124133,4.0,233.0,58.0,0.913,1.7389162561576357,disney
What Child Is This (arr. piano),172293,False,1,Traditional;Stephan Moccio,Weihnachten Klassik 2022,0.341,0.0208,4,-32.511,,0.0331,0.992,0.912,0.109,0.214,110.511,172293,3.0,304.0,101.0,0.092,0.916010498687664,sleep
Virtual Garden,121764,False,20,Michael Danny,Virtual Garden,0.599,0.47,8,-7.842,1.0,0.0331,0.00828,0.813,0.177,0.558,170.068,121765,4.0,343.0,85.0,0.931,2.7259036144578315,study
Resta con me – Reprise,98186,False,27,Gio’ Gio’ Rapattoni,Rapunzel- L'intreccio della torre,0.635,0.412,1,-8.774,1.0,0.166,0.908,0.0,0.172,0.628,123.721,98187,5.0,195.0,48.0,0.642,2.36741214057508,disney
Pra Não Chorar um Dia,231093,False,45,Pablo,Êee Paixão (A Voz Romântica),0.692,0.603,7,-8.056,,0.0308,0.335,0.0,0.6,0.66,131.856,231093,4.0,507.0,126.0,0.162,4.067085953878407,forro
7 8 - Archive '99,231936,False,13,Telefon Tel Aviv,Fahrenheit Fair Enough,0.589,0.923,2,-7.986,1.0,0.0391,0.126,0.838,0.255,0.399,147.97,231937,1.0,567.0,144.0,0.131,3.70048309178744,idm
浪人情歌,271333,False,53,Wu Bai,浪人情歌,0.5,0.365,7,-14.018,,0.0338,0.63,0.0,0.143,0.543,106.769,271333,3.0,424.0,141.0,0.439,4.067085953878407,mandopop
Circle The Drain,245137,True,52,Machine Head,Circle The Drain,0.442,0.932,11,-6.258,1.0,0.0575,0.000145,3.85e-06,0.28,0.303,152.028,245137,4.0,608.0,152.0,0.836,0.7481162540365985,industrial
Para Ti - DO NOT USE,220773,False,27,Cristian Castro,Agua Nueva,0.562,0.424,4,-10.966,,0.027,0.162,0.0,0.138,0.318,139.78,220773,4.0,508.0,127.0,0.131,0.916010498687664,spanish
Rain Sound : Sleep Aid,184000,False,32,Rain Sounds Factory STHLM,Rain White Noise,0.167,0.924,0,-21.583,,0.0947,0.124,0.989,0.94,0.00317,117.149,184000,1.0,317.0,80.0,0.403,3.349056603773585,sleep
All That She Wants - Original Mix,269132,False,16,Ed Solo;Fak Scratch;Ganja Burn Fyah,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,0.614,0.982,11,-3.346,1.0,0.0523,0.000239,0.00304,0.0392,0.75,173.057,269133,4.0,775.0,193.0,0.324,0.7481162540365985,breakbeat
The Nobodies,215426,False,61,Marilyn Manson,Holy Wood,0.431,0.823,4,-5.219,1.0,0.0638,4.6e-05,3.45e-05,0.0447,0.271,150.072,215427,4.0,536.0,135.0,0.934,0.916010498687664,industrial
Ni Dios Ni Amo,164832,False,29,Los Muertos de Cristo,Los Olvidados,0.332,0.894,11,-6.103,0.0,0.0469,0.0207,0.0,0.126,0.656,174.034,164833,4.0,471.0,117.0,0.34,0.7481162540365985,spanish
White Noise: Kettles,40000,False,37,Outside Broadcast Recordings,White Noise for Restless Babies,0.0,0.446,9,-8.968,0.0,0.0,0.447,0.992,0.946,0.0,0.0,40000,0.0,0.0,0.0,0.924,1.343558282208589,sleep
Quem É Seu Favorito,127738,False,42,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.79,0.798,6,-6.202,0.0,0.0438,0.505,0.0,0.0814,0.967,171.995,127739,4.0,365.0,91.0,0.413,1.1709531013615733,forro
Wasteland,301002,False,0,Extrawelt,Viaggi Astrali 2,0.793,0.853,2,-10.105,1.0,0.0562,0.0155,0.895,0.109,0.0372,128.009,301003,4.0,638.0,160.0,0.187,3.70048309178744,techno
Ami Je Tomar (Kartik X Vidya),372192,False,43,Pritam;Arijit Singh;Shreya Ghoshal,Ami Je Tomar (Kartik X Vidya),0.682,0.923,8,-5.048,,0.0591,0.436,0.0,0.358,0.734,115.98,372192,4.0,715.0,179.0,0.087,2.7259036144578315,indian
Kiss Me,198460,False,22,Pickin' On Series;The Sidekicks,Pickin' on the 90s,0.601,0.45,3,-7.119,1.0,0.0254,0.589,0.000115,0.0965,0.308,100.027,198461,4.0,319.0,80.0,0.761,1.7389162561576357,bluegrass
"Seasons - Joachim Pastor, Joris Delacroix, Romain Garcia, Stereoclip Remix",308466,False,43,NTO;Joris Delacroix;Joachim Pastor;French 79;Romain Garcia;Stereoclip,Seasons (Remix),0.465,0.742,0,-12.131,,0.0511,0.11,0.89,0.0909,0.0322,123.009,308467,4.0,696.0,173.0,0.097,3.349056603773585,techno
