name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
Peace and Quiet,210000,0,51,Zen Atlas,Peace and Quiet,0.135,0.0385,0,-29.121,0.0457,0.284,0.74,0.111,0.0329,70.439,4.0,sleep,2
Twelve,263000,0,0,Farzad Golpayegani,One,0.384,0.882,9,-5.767,0.115,0.076,0.853,0.328,0.0452,120.166,4.0,iranian,3
Enquanto Acaba,259564,0,47,Don L;Flora Matos,Caro Vapor / Vida e Veneno de Don L,0.81,0.633,1,-8.012,0.0812,0.0404,0.304,0.224,0.853,121.485,3.0,brazil,1
Insomnia,179745,0,64,Daya,Insomnia,0.754,0.653,7,-5.095,0.0611,0.0944,0.0,0.383,0.379,123.084,4.0,chicago-house,1
Keep on Dancing,247142,0,0,Fast Eddie,Jack to the Sound,0.785,0.974,11,-6.559,0.0538,4.55e-05,0.304,0.0398,0.456,125.767,4.0,chicago-house,1
Ex-Quadrilha da Fumaça,185360,0,48,Planet Hemp,A Invasão do Sagaz Homem Fumaça,0.549,0.945,1,-4.534,0.295,0.00636,0.0,0.106,0.453,105.3,4.0,brazil,1
Salmon Benedict,117836,0,38,Timothy Infinite,Weekend in São Paulo,0.718,0.432,10,-11.149,0.374,0.933,0.803,0.565,0.395,78.035,4.0,study,2
Prednison Attack,265148,0,31,Project Omeaga,Prednison Attack VIP,0.787,0.945,7,-5.564,0.421,0.0646,0.628,0.456,0.0589,170.012,4.0,industrial,3
Black-Eyed Susan,221960,0,32,Town Mountain,Heroes & Heretics,0.369,0.44,2,-11.16,0.031,0.856,0.184,0.0434,0.333,102.194,4.0,bluegrass,0
Come Un Rullo Di Tamburi,107106,0,25,Coro - Pocahontas,Pocahontas (Colonna Sonora Originale),0.425,0.322,0,-15.328,0.0672,0.576,0.000724,0.11,0.24,202.555,4.0,disney,0
Smoky Mountain Memories,210386,0,23,Larry Sparks,Bound To Ride: The Best of Larry Sparks,0.475,0.325,5,-11.327,0.032,0.869,0.0,0.0895,0.393,127.612,4.0,bluegrass,0
A Sheep Among the Wolves,437640,0,16,Regarde Les Hommes Tomber,Exile,0.167,0.983,5,-3.981,0.0951,8.45e-06,0.883,0.244,0.118,128.711,4.0,black-metal,3
Rock Steady,260000,1,24,Dub Pistols;Rodney P;Lindy Layton;Barry Ashworth;Will Hensel,Worshipping the Dollar,0.771,0.744,0,-11.456,0.108,0.0224,1.12e-05,0.474,0.591,89.994,4.0,breakbeat,1
Yègellé Tezeta,194293,0,57,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,0.839,0.233,3,-13.539,0.0413,0.745,0.747,0.105,0.777,125.597,4.0,afrobeat,2
Vedestä Vieraantunut,395066,0,18,Vermilia,Kätkyt,0.169,0.878,9,-5.34,0.0542,6.37e-06,0.625,0.389,0.306,103.0,4.0,black-metal,3
Fuck Martina - Stunned Guys Remix,329106,0,22,Bodylotion,Oldschool Hardcore Volume II,0.691,0.896,10,-7.911,0.0568,0.00392,0.831,0.159,0.181,92.987,4.0,happy,3
La Corona,270794,1,33,Cyclo,La Corona,0.492,0.827,9,-6.325,0.181,0.159,0.0,0.0987,0.157,100.381,4.0,spanish,1
Midnight Queen,375666,0,28,Sarcófago,The Laws of Scourge,0.258,0.804,2,-8.187,0.0441,5.71e-05,0.768,0.173,0.145,120.728,4.0,black-metal,3
Wheres the Beef?,267932,0,17,Stanton Warriors,Wheres the Beef? / MPC,0.727,0.971,6,-3.643,0.119,0.000979,0.834,0.0974,0.177,130.015,4.0,breakbeat,3
プラスティック・ラブ,294346,0,46,Mariya Takeuchi,VARIETY (30th Anniversary Edition),0.692,0.875,7,-4.824,0.0323,0.0428,0.00137,0.159,0.85,102.256,4.0,j-idol,1
Concrete,152051,0,50,Ben Kessler,Concrete,0.578,0.459,0,-9.926,0.127,0.381,0.0247,0.231,0.344,92.067,4.0,study,0
McQueen's Lost,148733,0,46,Randy Newman,Cars (Original Motion Picture Soundtrack),0.27,0.273,0,-13.335,0.0361,0.798,0.796,0.052,0.0603,119.562,4.0,disney,2
I Am The Magnificent (Original Mix) - Extended Mix,367179,0,0,The Prophet,The Hardcore Archive Part 3 (1997),0.329,0.853,11,-6.488,0.046,0.000161,0.74,0.309,0.0708,103.933,4.0,happy,3
Uma Música,194040,0,47,Fresno,Redenção,0.606,0.921,1,-3.111,0.0299,0.0479,0.0,0.106,0.681,125.073,4.0,brazil,1
Linceul d'hiver,170373,0,43,Les Discrets,Ariettes oubliées,0.517,0.381,8,-9.72,0.0343,0.357,0.909,0.106,0.305,109.954,3.0,black-metal,3
有什麼不敢面對,229588,0,21,Della,愛到不要命,0.552,0.307,5,-11.794,0.0332,0.845,0.0,0.128,0.303,127.919,4.0,mandopop,0
Syphone,96000,0,37,Dino P,Syphone,0.706,0.425,7,-14.386,0.0978,0.0549,0.975,0.159,0.324,80.002,4.0,study,3
Sedate Dawn,165802,0,57,Quinn Joshua,Sedate Dawn,0.0999,0.0273,11,-31.428,0.0405,0.91,0.66,0.11,0.117,68.322,3.0,sleep,2
Nikad ne Zaboravi,142621,0,60,Nadia Bulic,Nikad ne Zaboravi,0.0707,0.00607,2,-36.381,0.0352,0.987,0.814,0.0976,0.0382,74.496,4.0,sleep,2
Tá Complicado,152842,0,43,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.718,0.875,5,-6.558,0.0419,0.572,0.0,0.0622,0.94,171.983,4.0,forro,1
Delicious Deeds,185783,0,42,Master Haratt,Delicious Deeds,0.78,0.417,8,-3.343,0.0782,0.127,0.872,0.12,0.759,83.088,4.0,study,3
煎熬,262026,0,56,Jess Lee,感謝愛人,0.379,0.39,11,-6.597,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,4.0,mandopop,0
Next to the Trash,185053,0,25,Punch Brothers,Antifogmatic,0.603,0.373,5,-14.98,0.0349,0.756,6.8e-05,0.135,0.799,96.299,4.0,bluegrass,0
Seu Amor Me Persegue (Ao Vivo),1035895,0,2,Casa Worship;Julliany Souza,Seu Amor Me Persegue (Ao Vivo),0.257,0.481,6,-10.054,0.0364,0.0959,0.000101,0.579,0.189,133.808,4.0,brazil,1
Voile,471320,0,35,Avoure,"Root to Branch, Vol. 2",0.599,0.589,8,-10.748,0.0313,0.14,0.907,0.169,0.0398,124.0,4.0,techno,3
Dancin (feat. Luvli) - Patrick Hagenaar Colour Code Remix,266666,0,21,Aaron Smith;Luvli;Patrick Hagenaar,Dancin (Remixes) - EP1 (feat. Luvli),0.626,0.856,5,-4.634,0.0678,0.0299,0.0145,0.648,0.386,126.047,4.0,chicago-house,1
wonderwork,180000,0,1,meadowzz,subtopia,0.71,0.415,0,-11.207,0.0707,0.492,0.843,0.326,0.607,147.944,4.0,study,3
Baby Volta pro Seu Nego (Versão Grave),143725,0,24,Os Barões Da Pisadinha,Paredão Explode,0.75,0.76,2,-7.687,0.0528,0.00667,2.12e-05,0.0914,0.506,171.931,4.0,forro,1
君のことが好きだから,248680,0,34,AKB48,神曲たち,0.384,0.962,9,-3.266,0.104,0.00291,0.000579,0.149,0.492,157.997,4.0,j-idol,1
Do What You're Told,197317,0,13,Bad Boy Bill;Matthew Anthony,"Legends EP, Vol. 1. Turntablism Part 1",0.839,0.867,0,-10.997,0.101,0.00345,0.78,0.0641,0.463,123.05,4.0,chicago-house,3
Wonder Wings,210333,0,25,Diamond Yukai,Wonder Wings【通常盤】,0.433,0.901,2,-4.27,0.146,0.0195,0.0,0.137,0.481,174.898,4.0,disney,1
Soulful Love Lofi (Slowed & Reverb),217489,0,0,H Dixit;Lofi Person,Soulful Love Lofi (Slowed & Reverb),0.339,0.496,11,-10.501,0.0612,0.416,0.0,0.196,0.175,129.833,4.0,indian,0
A Waiting,133793,0,60,Even Massi,Delusion,0.171,0.00552,0,-34.587,0.0422,0.912,0.871,0.109,0.0909,73.031,3.0,sleep,2
Out of Source,416575,0,6,Alphaxone,Dystopian Gate,0.262,0.158,0,-25.514,0.0418,0.279,0.856,0.106,0.0334,107.854,3.0,iranian,2
Firestarter - Andy C Remix,232500,0,46,The Prodigy;Andy C,Firestarter (Andy C Remix),0.436,0.977,6,-0.562,0.217,0.000207,0.914,0.12,0.335,174.086,4.0,breakbeat,3
放課後ゲタ箱ロッケンロールMX,272720,0,17,Shiritsu Ebisu Chugaku,中人,0.357,0.995,11,-1.065,0.484,0.0163,0.000247,0.258,0.0808,185.054,4.0,j-idol,1
I miss you -refrain-,329346,0,31,Shota Shimizu,ALL SINGLES BEST,0.588,0.666,0,-4.621,0.0251,0.234,0.0,0.317,0.585,97.994,4.0,j-dance,1
O Papa é Pop,228106,0,48,Engenheiros Do Hawaii,O Papa É Pop,0.595,0.729,5,-7.017,0.0305,0.34,0.0,0.195,0.829,113.182,4.0,brazil,1
The Infinite Void,501000,0,6,Alphaxone,The Infinite Void,0.129,0.107,8,-25.261,0.0331,0.893,0.984,0.143,0.0499,69.281,4.0,iranian,2
皇冠,209006,0,29,Z.TAO,Z.TAO,0.569,0.489,2,-7.912,0.0347,0.507,0.0,0.102,0.416,139.731,4.0,mandopop,0
帶我走,289426,0,54,Rainie Yang,半熟宣言,0.526,0.513,5,-6.982,0.0265,0.563,0.0,0.0951,0.255,141.941,4.0,mandopop,0
Duppy Know Who Fi Frighten,179493,0,35,Demarco,Ragga Ragga Ragga 2008,0.585,0.824,2,-4.455,0.0896,0.219,0.0,0.112,0.945,128.626,4.0,j-dance,1
Jiggle Jiggle,97208,0,69,Duke & Jones;Louis Theroux,Jiggle Jiggle,0.864,0.412,1,-5.886,0.273,0.458,0.00087,0.124,0.654,99.992,4.0,breakbeat,0
Believe In The Future - Radio Edit,220000,0,27,Critical Mass,Believe In The Future,0.497,0.931,5,-11.154,0.0553,0.00697,0.212,0.426,0.179,169.97,4.0,techno,1
The Nameless Dread,71375,0,21,Anaal Nathrakh,The Whole of the Law,0.206,0.613,3,-7.119,0.0463,0.899,0.748,0.309,0.0781,82.459,4.0,black-metal,2
Rubai 34 To 39,418586,0,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.347,0.121,0,-18.072,0.04,0.855,6.1e-05,0.192,0.182,83.672,4.0,iranian,0
Svartmesse,214506,0,6,Kvelertak,Nattesferd,0.421,0.876,9,-6.739,0.0471,0.000263,0.414,0.315,0.32,125.597,3.0,black-metal,3
聽媽媽的話,263973,0,57,Jay Chou,依然范特西,0.719,0.64,10,-6.615,0.0287,0.391,6.52e-05,0.11,0.595,92.989,4.0,mandopop,0
Bounce - Uberzone Original Mix,332533,0,9,Uberzone,Bounce,0.746,0.963,1,-6.487,0.101,0.000229,0.834,0.329,0.243,129.0,4.0,breakbeat,3
Tout est fragile,255735,0,13,Lo'Jo;Vincent Ségal;Robert Wyatt,Cinéma El Mundo,0.66,0.57,0,-8.677,0.0612,0.473,0.0,0.0687,0.808,120.104,4.0,afrobeat,0
Delusions of Omniscience,568186,0,5,Alphaxone;protoU,Back to Beyond,0.0925,0.254,9,-21.862,0.0438,0.266,0.761,0.122,0.0307,87.657,4.0,iranian,2
La Calidez Sana Del Agua,120000,0,7,Ruido Blanco Hart;Música de concentración profunda;Waves for Sleep,Chispa Encendida: Flujo De Antorchas,0.229,0.986,10,-21.872,0.0577,0.103,0.0427,0.716,0.0148,112.275,3.0,iranian,1
卒業 - Reprise version,236666,0,20,Sakurako Ohara,CAM ON!~5th Anniversary Best~,0.587,0.874,1,-4.536,0.0367,0.363,4.67e-05,0.226,0.904,156.971,4.0,j-idol,1
Cave Crawl,208404,0,40,Navie D,Music to Banana To,0.707,0.694,5,-6.332,0.0299,0.00021,0.896,0.11,0.313,125.008,4.0,techno,3
"Papua New Guinea - 7"" Original",231973,0,40,The Future Sound Of London,Papua New Guinea,0.595,0.723,8,-13.668,0.0424,0.000991,0.934,0.0915,0.733,125.623,4.0,breakbeat,3
Reason I Sing,268600,0,38,Phil Wickham,Hymn of Heaven,0.45,0.817,0,-5.069,0.047,0.0016,0.0,0.175,0.457,159.817,3.0,indian,1
Plastic regret,221853,0,34,櫻坂46,Nobody's fault (Special Edition),0.711,0.893,2,-3.687,0.0323,0.428,0.0,0.385,0.855,127.963,4.0,j-dance,1
Oceanquake,224586,0,2,CHTHONIC,Takasago Army,0.401,0.953,11,-3.185,0.0652,0.000214,0.00306,0.134,0.373,179.931,4.0,black-metal,1
Crocuta Crocuta,448000,0,0,Siavash Amini,A Trail of Laughters,0.171,0.427,3,-20.299,0.106,0.302,0.896,0.115,0.0375,115.531,4.0,iranian,2
Beijou Ta Novo,164617,0,43,Washington Brasileiro,Beijou Ta Novo,0.758,0.949,1,-3.731,0.07,0.378,0.0,0.225,0.848,174.009,4.0,forro,1
When The Dust Clears (feat. LOA.) - MD MixX,222600,0,5,Mike Dunn;LOA.,Defected Presents Most Rated Ibiza 2022,0.818,0.733,0,-6.585,0.116,0.000559,4.77e-06,0.331,0.742,124.054,4.0,chicago-house,1
Don't Wait For Me - Original Mix,298135,0,15,Whiney,Galaxy of Dreams 2 (Liquicity Presents),0.463,0.908,1,-3.254,0.0473,0.000276,0.816,0.117,0.0434,175.0,4.0,idm,3
Yippee Space Ghost,327480,0,11,Kelpe,Ex-Aquarium,0.717,0.533,5,-8.382,0.0364,0.111,0.844,0.302,0.287,102.981,4.0,idm,3
Main Yahaan Hoon,295157,0,71,Madan Mohan;Udit Narayan;Javed Akhtar,Veer - Zaara,0.484,0.788,4,-7.625,0.0565,0.69,0.0132,0.0939,0.741,171.973,4.0,indian,0
Lilith's Club,326400,0,40,Noisia,Devil May Cry (Original Game Soundtrack),0.543,0.794,7,-5.369,0.297,0.00304,0.801,0.168,0.174,124.981,4.0,breakbeat,3
Hold Whatcha Got,168106,0,30,Tony Rice Unit,Manzanita,0.678,0.489,5,-11.556,0.0358,0.28,8.58e-06,0.107,0.899,104.836,4.0,bluegrass,1
Gimme Some More,348891,0,1,Technikore,Not over Yet (Weaver vs. Steve Hill Mix) / Gimme Some More,0.4,0.997,2,-3.261,0.089,0.00021,0.86,0.276,0.369,171.989,4.0,happy,3
Dance with Me - Patrick Topping Remix,353678,0,6,Paul Johnson;Patrick Topping,Dance with Me (Patrick Topping Remix),0.824,0.568,10,-13.099,0.0649,0.00173,0.206,0.265,0.68,125.0,4.0,chicago-house,1
All the Pretty Horses,175189,0,18,Jon Sarta,Piano Lullabies for Bedtime,0.66,0.0845,2,-17.024,0.0478,0.992,0.936,0.0988,0.183,71.913,4.0,disney,2
Grind 2 Halt,295413,0,25,Static-X,Cult of Static,0.667,0.948,0,-4.333,0.0357,0.03,0.00436,0.07,0.403,99.988,4.0,industrial,1
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),157205,0,75,Oliver Heldens;Nile Rodgers;House Gospel Choir,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),0.686,0.892,10,-3.186,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,4.0,chicago-house,1
s Nachts Na Tweëen,205000,0,34,Lawineboys,10 Jaar Lawinegevaar,0.735,0.949,2,-3.972,0.0352,0.219,0.0,0.306,0.981,129.995,4.0,happy,1
Locked Up,198066,0,29,The Avett Brothers,Closer Than Together,0.682,0.813,9,-5.58,0.1,0.0606,0.0,0.0653,0.349,157.156,4.0,bluegrass,1
Fazenda do Papai,154203,0,24,Chicão do Piseiro;Jonatas Campeão,Fazenda do Papai,0.674,0.907,1,-5.472,0.0448,0.618,0.0,0.0787,0.947,167.941,4.0,forro,1
逆光,294026,0,56,Stefanie Sun,逆光,0.306,0.579,9,-5.831,0.0525,0.403,0.0,0.291,0.306,175.925,4.0,mandopop,0
Surfing,225133,0,21,Ernest Ranglin,Surfside,0.793,0.436,0,-7.624,0.0666,0.132,0.0143,0.0651,0.821,142.011,4.0,afrobeat,1
Dhalti Rahe,287000,0,51,Twin Strings,Dhalti Rahe - Single,0.65,0.327,10,-11.441,0.0324,0.725,0.000302,0.0824,0.196,140.047,3.0,indian,0
Move Your Body (Elevation) [Club Mix],438480,0,30,Xpansions,Move Your Body (Elevation) - EP,0.709,0.76,0,-12.105,0.0397,0.000149,0.0183,0.351,0.674,121.97,4.0,techno,1
Fractal Equivalence,211675,1,0,Pointed Mutation,Engineering the Unhuman,0.297,0.918,7,-5.923,0.178,1.6e-05,0.895,0.528,0.0786,199.123,4.0,iranian,3
Hallowed Be Thy Name,430733,0,52,Cradle Of Filth,Lovecraft & Witch Hearts,0.428,0.972,2,-1.998,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,4.0,black-metal,1
I Speak Hate,312226,1,3,Confess,Revenge at All Costs,0.426,0.957,1,-4.831,0.0968,1.08e-05,0.871,0.314,0.231,95.027,4.0,iranian,3
More Ratatatin - London Bars Vol. II,199778,1,14,Chase & Status;Giggs,"Chase & Status Present ""London Bars""",0.89,0.829,11,-4.521,0.252,0.00257,0.00286,0.943,0.827,140.011,4.0,industrial,1
Deray,277026,0,28,Rosana,Lunas rotas,0.546,0.374,0,-9.501,0.0275,0.75,0.000199,0.113,0.363,77.011,4.0,spanish,0
Nothing Short of Thankful,206000,0,28,The Avett Brothers,Mignonette,0.545,0.806,2,-6.212,0.0526,0.526,4.76e-06,0.125,0.596,118.95,4.0,bluegrass,0
GRACE,255761,0,31,Jor'dan Armstrong,GRACE,0.681,0.579,2,-6.141,0.0434,0.212,0.0,0.333,0.588,120.037,4.0,afrobeat,1
Radar,247586,0,17,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),0.575,0.771,2,-5.977,0.0395,0.199,0.00019,0.0882,0.696,77.394,4.0,afrobeat,1
Cançó del Lladre,143506,0,31,Fasero,Músicas Calmas para Relaxar: Sons e Música Relaxante para Dormir e Meditaçao de Relaxamento,0.576,0.313,2,-6.489,0.0265,0.853,0.0365,0.111,0.254,75.775,4.0,spanish,0
Revive My Light,243478,0,17,Talla 2XLC;Alexandra Badoi,Revive My Light,0.518,0.997,4,-4.191,0.0732,0.0148,0.0101,0.362,0.166,137.985,4.0,techno,1
命運,227487,0,51,Jia Jia,為你的寂寞唱歌,0.516,0.333,6,-8.38,0.029,0.842,3.48e-05,0.112,0.364,136.196,4.0,mandopop,0
Talking To Casey,151066,0,30,Doc Watson;Merle Watson,Doc & Merle Watson's Guitar Album,0.607,0.61,4,-11.389,0.0297,0.275,0.921,0.0637,0.65,105.03,4.0,bluegrass,3
Hardsax (Original Mix) - Extended Mix,311945,0,0,The Prophet,The Hardcore Archive Part 3 (1997),0.671,0.97,7,-4.566,0.0699,0.00966,0.922,0.0876,0.258,149.949,4.0,happy,3
Dark Days Dark Times,266644,0,15,Dub Pistols;MC Navigator;Seanie T,Addict,0.688,0.86,0,-6.449,0.11,0.0503,1.37e-06,0.152,0.303,97.03,4.0,breakbeat,1
別問很可怕,248880,0,57,J.Sheon,J.Sheon 同名專輯 街巷,0.77,0.456,0,-7.453,0.0464,0.634,0.0,0.111,0.408,125.9,3.0,mandopop,0
everyday,258893,0,19,Sakurako Ohara,さよなら,0.677,0.653,3,-4.446,0.0234,0.222,0.0,0.0993,0.411,95.02,4.0,j-idol,1
Rainfall on Roof,179736,0,30,Rainfall For Sleep,Rainfall for Sleep (Sleep Aid),0.276,0.985,0,-22.059,0.0464,0.857,0.649,0.949,0.0131,78.966,3.0,sleep,2
Under a Vibes,156502,1,17,Kyodi;Weekday,Under a Vibes,0.631,0.632,0,-4.781,0.376,0.257,0.0,0.103,0.4,100.039,4.0,j-dance,1
Ueno,162439,0,35,Nathan Kawanishi,Freshman Tape,0.73,0.825,9,-8.678,0.176,0.146,0.936,0.0784,0.817,81.971,4.0,study,3
Repetitious (Zamaangard),325503,0,5,Baaroot,From Void To Void,0.264,0.146,7,-18.244,0.0314,0.942,0.0549,0.0985,0.212,179.832,3.0,iranian,0
冬の妖精 (Seiko Matsuda Christmas Songs),223906,0,22,Seiko Matsuda,風立ちぬ,0.61,0.834,8,-5.355,0.0331,0.226,7.49e-06,0.0346,0.677,148.868,4.0,j-idol,1
Vento No Litoral,366373,0,46,Legião Urbana,Mais Do Mesmo,0.55,0.214,0,-14.945,0.0308,0.662,0.000229,0.104,0.0752,120.407,4.0,brazil,0
Journey Through the Cold Moors of Svarttjern,331773,0,19,Carpathian Forest,"Through Chasm, Caves And Titan Woods",0.347,0.45,2,-17.447,0.0304,0.00982,0.0102,0.115,0.185,80.15,4.0,black-metal,1
Road to Nowhere,257854,0,13,Alphaxone,Edge of Solitude,0.226,0.189,4,-19.185,0.0425,0.936,0.892,0.104,0.0297,103.814,4.0,iranian,2
Chainsaw Gutsfuck,212760,1,53,Mayhem,Deathcrush,0.249,0.828,3,-10.821,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5.0,black-metal,3
Caught in the Middle,217293,0,15,Lusine,Language Barrier,0.241,0.359,3,-21.22,0.0495,0.949,0.806,0.253,0.117,160.305,5.0,idm,2
Mountain Streams Alps,310500,0,41,Nature Sounds,Water Sounds,0.161,1.0,10,-14.559,0.0576,0.855,0.78,0.979,1e-05,130.708,5.0,sleep,2
Make It Work [Mixed],220000,0,15,Dither,"Dominator - Rally Of Retribution (Mixed By Angerfist, The Satan & Negative A)",0.455,0.996,7,-2.635,0.215,0.0571,0.00966,0.585,0.276,174.978,4.0,idm,1
Arp Of Life,198162,0,49,Bjørg Stigbjørnson,Á Eftir,0.183,0.0367,0,-31.018,0.0375,0.841,0.877,0.115,0.0389,70.412,4.0,sleep,2
Promised Land (ASOT 976) - Cosmic Gate's No Gravity Remix,351440,0,5,Joe Smooth;Cosmic Gate,ASOT 976 - A State Of Trance Episode 976 (A State Of Trance Showcase - Mix 009: Rodg),0.614,0.83,9,-6.903,0.0331,0.00854,0.203,0.103,0.0389,126.981,4.0,chicago-house,1
New Grass — piano reworks,216141,0,29,tstewart;Ólafur Arnalds,New Grass — piano reworks,0.205,0.271,1,-19.739,0.0325,0.93,0.841,0.134,0.086,85.356,5.0,idm,2
Truth From The Lies,369459,0,14,Hybrid,Black Halo,0.595,0.655,8,-9.515,0.0403,0.0048,0.123,0.11,0.0939,128.01,4.0,breakbeat,1
Cascavel,151509,1,44,Murica;BEATDOMK,Cascavel,0.6,0.531,6,-8.253,0.419,0.618,0.0,0.288,0.682,84.777,4.0,brazil,0
I Don't Care Anymore,281522,0,22,HELLYEAH,UNDEN!ABLE (Deluxe 2.0),0.52,0.973,5,-4.22,0.049,0.000129,1.44e-06,0.103,0.382,140.031,4.0,industrial,1
Motel In Memphis,265693,0,27,Old Crow Medicine Show,Tennessee Pusher,0.401,0.521,4,-8.253,0.0327,0.0981,3.82e-06,0.167,0.548,155.573,4.0,bluegrass,1
Rökkur,426325,0,22,Sólstafir,Endless Twilight of Codependent Love,0.301,0.497,0,-6.933,0.035,0.357,0.0115,0.105,0.039,141.119,4.0,black-metal,0
Paddoman,199600,0,20,Hakkuhbar,Vet heftig,0.69,0.896,7,-7.367,0.127,0.0438,0.000329,0.346,0.796,172.036,4.0,happy,1
Bartzabel,301285,0,49,Behemoth,I Loved You at Your Darkest,0.468,0.913,6,-5.67,0.072,0.0265,0.0769,0.0787,0.187,109.003,4.0,black-metal,1
Tum Hi Ho (Lofi Mix),97134,0,55,Coffeekids;Tragedy 999,Tum Hi Ho (Lofi Mix),0.61,0.362,0,-13.224,0.0242,0.161,0.0219,0.394,0.152,93.989,4.0,indian,0
ダンケシェーン,222653,0,30,Nogizaka46,気づいたら片想い TypeD,0.507,0.914,4,-4.169,0.0547,0.238,0.0,0.273,0.687,158.029,4.0,j-idol,1
Fantasise,326666,0,8,Paul Johnson,Bump Talkin',0.697,0.586,8,-13.09,0.0348,0.123,0.938,0.0919,0.865,129.431,4.0,chicago-house,3
Aire (En Vivo),276987,0,33,Ana Torroja;Erik Rubin,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.316,0.817,5,-8.907,0.0585,0.346,2.52e-05,0.948,0.209,160.924,4.0,spanish,1
Lontano lontano - Cara B,231493,0,23,Jorge Drexler,Cara B,0.7,0.344,0,-20.913,0.477,0.862,0.00386,0.138,0.473,89.845,4.0,afrobeat,0
One Little Spark,111349,0,14,Jon Sarta,Disney Piano Classics 5: From the Corner,0.65,0.124,5,-19.205,0.0645,0.985,0.801,0.162,0.953,183.932,4.0,disney,2
44 Double Zero,267851,0,22,Hypocrisy,End of Disclosure,0.35,0.891,10,-6.373,0.0667,7.8e-06,0.849,0.129,0.179,149.938,4.0,black-metal,3
Bliss,331665,0,0,Farzad Golpayegani,Eight,0.537,0.957,11,-4.69,0.0457,0.00146,0.895,0.325,0.799,138.001,4.0,iranian,3
Wavy Gravy,210000,0,28,Vanilla Beach,Wavy Gravy,0.695,0.292,7,-13.849,0.0545,0.651,0.926,0.146,0.392,84.033,4.0,study,2
Trans,273600,0,37,Gesaffelstein,Aleph,0.669,0.924,9,-4.699,0.055,0.000108,0.898,0.123,0.0662,107.035,4.0,techno,3
Take Me Up (Lego's Mix),385733,0,39,Ralphi Rosario,Uc Anthems Volume 3 EP,0.887,0.651,5,-7.895,0.0421,0.027,0.105,0.0503,0.652,123.004,4.0,chicago-house,1
Tune Kaha,216885,0,55,Prateek Kuhad,Tune Kaha,0.362,0.763,3,-8.514,0.0589,0.015,0.00481,0.237,0.431,187.291,4.0,indian,1
Baby's Got a Temper - Main Mix,267000,0,50,The Prodigy,Baby's Got a Temper,0.567,0.952,6,-5.634,0.0465,0.000495,0.0451,0.338,0.497,105.957,4.0,breakbeat,1
小麦色のマーメイド,215640,0,34,Seiko Matsuda,小麦色のマーメイド,0.666,0.471,3,-9.866,0.0301,0.316,5.54e-06,0.113,0.662,154.667,4.0,j-idol,0
Weekend Love,255026,0,34,Golden Earring,Golden Earring Biggest Hits,0.491,0.737,2,-6.132,0.04,0.279,0.0,0.106,0.456,166.627,4.0,bluegrass,1
Casinha La do Fundo,194525,0,40,Soró Silva,Casinha La do Fundo,0.677,0.833,6,-3.52,0.0408,0.368,0.0,0.0715,0.816,174.027,4.0,forro,1
Top & Low Rent,230506,0,0,Plone,For Beginner Piano,0.446,0.838,0,-9.87,0.035,0.00123,0.293,0.47,0.487,167.981,4.0,idm,1
The Ghost of Vincent Price,308026,0,25,Wednesday 13,Transylvania 90210,0.384,0.974,0,-2.901,0.0612,3.83e-06,0.789,0.0673,0.288,97.758,4.0,industrial,3
Oceans (Where Feet May FaiI),283066,0,51,Rend Collective,Campfire II: Simplicity,0.533,0.768,9,-7.223,0.0542,0.163,0.0,0.0847,0.396,140.005,4.0,iranian,1
Selvmordssalme,360000,0,17,Urgehal,Goatcraft Torment,0.0679,0.917,9,-6.398,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,4.0,black-metal,1
Miracles - Live,518679,0,49,Jesus Culture;Chris Quilala,Let It Echo (Live),0.375,0.681,2,-7.758,0.0404,0.00122,0.00265,0.632,0.0676,143.885,4.0,afrobeat,1
A Vida É Curta Pra Viver Depois,217866,0,30,BaianaSystem;Carolaine,Oxeaxeexu,0.682,0.703,8,-6.92,0.0531,0.356,0.00012,0.116,0.575,91.973,4.0,afrobeat,1
The End of the World,253300,0,32,Celldweller,Satellites,0.561,0.611,1,-7.102,0.0307,0.0109,0.000343,0.113,0.0739,89.98,4.0,industrial,1
God Only Knows,168866,0,10,AMB,Blood in Blood Out,0.676,0.769,4,-5.618,0.0272,0.00734,0.0,0.18,0.55,102.012,3.0,breakbeat,1
Bitter For Sweet,369800,0,21,Blaqk Audio,CexCells,0.586,0.865,9,-5.987,0.0588,0.361,0.000464,0.0919,0.148,120.0,4.0,industrial,1
